*Mercedes Championships,73,,,,,
Jim Furyk,-,69,69,67,274,"$630,000 "
Rory Sabbatini,-,69,65,72,275,"$380,000 "
Ernie Els,-,66,73,69,276,"$203,000 "
Vijay Singh,-,67,67,71,276,"$203,000 "
John Huston,-,67,69,67,277,"$140,000 "
Rocco Mediate,-,69,70,69,278,"$126,000 "
David Duval,-,71,65,70,279,"$118,000 "
Michael Clark II,-,70,72,69,280,"$99,000 "
Justin Leonard,-,73,69,71,280,"$99,000 "
David Toms,-,71,67,72,280,"$99,000 "
Tiger Woods,-,73,68,69,280,"$99,000 "
Billy Andrade,-,70,69,73,281,"$78,000 "
Stewart Cink,-,71,69,72,281,"$78,000 "
Dennis Paulson,-,72,67,72,281,"$78,000 "
Mike Weir,-,70,68,73,281,"$78,000 "
Kirk Triplett,-,73,68,70,282,"$70,000 "
Paul Azinger,-,70,68,75,283,"$66,000 "
Chris DiMarco,-,73,69,70,283,"$66,000 "
Carlos Franco,-,76,68,70,284,"$60,000 "
Dudley Hart,-,77,69,68,284,"$60,000 "
Loren Roberts,-,69,71,70,284,"$60,000 "
Duffy Waldorf,-,70,71,73,284,"$60,000 "
Brad Faxon,-,70,71,73,285,"$54,500 "
Jesper Parnevik,-,66,72,71,285,"$54,500 "
Hal Sutton,-,74,73,69,286,"$53,000 "
Tom Lehman,-,73,71,71,289,"$51,500 "
Tom Scherrer,-,71,72,72,289,"$51,500 "
Robert Allenby,-,74,73,71,290,"$49,500 "
Phil Mickelson,-,73,72,73,290,"$49,500 "
Scott Verplank,-,73,71,73,291,"$48,000 "
Jim Carter,-,72,72,72,296,"$47,000 "
Notah Begay III,-,76,71,75,297,"$46,000 "
Steve Lowery,-,73,71,75,299,"$45,000 "
*Touchstone Energy Tucson Open,72,,,,,
Garrett Willis,-,69,64,69,273,"$540,000 "
Kevin Sutherland,-,72,67,68,274,"$324,000 "
Geoff Ogilvy,-,72,68,68,275,"$174,000 "
Bob Tway,-,69,67,66,275,"$174,000 "
K.J. Choi,-,70,70,66,276,"$105,375 "
Greg Kraft,-,65,69,68,276,"$105,375 "
Cliff Kresge,-,67,71,66,276,"$105,375 "
Mark Wiebe,-,67,66,74,276,"$105,375 "
Rich Beem,-,69,71,67,277,"$72,000 "
Steve Flesch,-,69,66,70,277,"$72,000 "
Harrison Frazar,-,73,66,70,277,"$72,000 "
Mark Hensby,-,68,69,71,277,"$72,000 "
Bernhard Langer,-,69,70,70,277,"$72,000 "
Jeff Maggert,-,68,70,69,277,"$72,000 "
Mark Calcavecchia,-,71,67,69,278,"$48,000 "
Hunter Haas,-,68,68,71,278,"$48,000 "
Glen Hnatiuk,-,69,66,72,278,"$48,000 "
Brandt Jobe,-,69,66,71,278,"$48,000 "
Jerry Kelly,-,69,70,69,278,"$48,000 "
Bob Burns,-,70,70,69,279,"$32,500 "
Russ Cochran,-,69,68,71,279,"$32,500 "
Fred Funk,-,73,67,69,279,"$32,500 "
Craig Kanada,-,70,72,67,279,"$32,500 "
Chris Riley,-,70,68,72,279,"$32,500 "
Mike Sposa,-,70,69,69,279,"$32,500 "
Jay Don Blake,-,72,68,70,280,"$21,750 "
Tim Clark,-,73,71,69,280,"$21,750 "
Fred Couples,-,69,68,72,280,"$21,750 "
Robert Gamez,-,70,72,69,280,"$21,750 "
Paul Goydos,-,71,69,70,280,"$21,750 "
Len Mattiace,-,71,68,71,280,"$21,750 "
Olin Browne,-,74,69,70,281,"$15,567 "
Ben Ferguson,-,70,66,71,281,"$15,567 "
Tim Herron,-,76,66,72,281,"$15,567 "
Jonathan Kaye,-,68,71,70,281,"$15,567 "
Scott McCarron,-,69,71,70,281,"$15,567 "
David Peoples,-,70,72,68,281,"$15,567 "
Mike Reid,-,67,68,73,281,"$15,567 "
Willie Wood,-,75,69,70,281,"$15,567 "
Kaname Yokoo,-,70,72,71,281,"$15,567 "
Neal Lancaster,-,76,68,70,282,"$11,400 "
Jim McGovern,-,67,70,71,282,"$11,400 "
Chris Perry,-,74,68,70,282,"$11,400 "
Tommy Tolles,-,70,71,70,282,"$11,400 "
Andrew Magee,-,66,70,77,283,"$9,300 "
Larry Mize,-,70,70,70,283,"$9,300 "
Grant Waite,-,71,71,70,283,"$9,300 "
Stephen Ames,-,71,73,71,284,"$7,388 "
John Daly,-,72,71,71,284,"$7,388 "
Glen Day,-,76,73,68,284,"$7,388 "
Jeff Gallagher,-,73,72,69,284,"$7,388 "
Carl Paulson,-,68,74,72,284,"$7,388 "
