*BellSouth Panama Championship,70,,,,,,,,
1,Jimmy Walker,65,69,70,69,-1,-7,273,90000
2,Tom Scherrer,66,69,71,72,2,-2,278,54000
3,Ryan Armour,69,72,68,70,E,-1,279,34000
T4,Jason Caron,67,71,70,73,3,1,281,19688
T4,Steve Ford,71,73,67,70,E,1,281,19688
T4,Paul Gow,71,68,69,73,3,1,281,19688
T4,Chris Sessler,69,73,69,70,E,1,281,19688
8,Greg Bruckner,65,71,71,75,5,2,282,15500
T9,Curt Byrum,72,72,67,72,2,3,283,13500
T9,Jeff Klauk,68,71,73,71,1,3,283,13500
T9,Chris Zambri,70,70,70,73,3,3,283,13500
T12,Matt Bettencourt,72,70,71,71,1,4,284,9800
T12,Jeff Freeman,67,72,74,71,1,4,284,9800
T12,Rafael Gomez,72,68,73,71,1,4,284,9800
T12,Jon Mills,66,71,75,72,2,4,284,9800
T12,Jim Rutledge,68,74,72,70,E,4,284,9800
T17,Jess Daley,73,69,68,75,5,5,285,7750
T17,Bryant Odom,68,70,71,76,6,5,285,7750
T19,Jason Buha,72,72,69,73,3,6,286,5463
T19,Nick Cassini,70,69,73,74,4,6,286,5463
T19,Barry Cheesman,72,72,69,73,3,6,286,5463
T19,Hunter Haas,69,73,70,74,4,6,286,5463
T19,Steve LeBrun,70,72,70,74,4,6,286,5463
T19,Troy Matteson,69,75,72,70,E,6,286,5463
T19,Brian McCann,68,69,74,75,5,6,286,5463
T19,Kenneth Staton,71,71,71,73,3,6,286,5463
T27,Doug Barron,71,69,73,74,4,7,287,3486
T27,Richie Coughlan,66,75,76,70,E,7,287,3486
T27,Miguel Fernandez,69,72,73,73,3,7,287,3486
T27,Richard Massey,72,71,69,75,5,7,287,3486
T27,Jason Schultz,72,69,70,76,6,7,287,3486
T27,Sonny Skinner,71,71,71,74,4,7,287,3486
T27,Brett Wetterich,73,70,73,71,1,7,287,3486
T34,Eduardo Herrera,74,70,74,70,E,8,288,2850
T34,Jeff Quinney,69,73,69,77,7,8,288,2850
T34,Kyle Thompson,73,70,72,73,3,8,288,2850
T34,Charles Warren,69,72,72,75,5,8,288,2850
T38,Ariel Canete,72,72,75,70,E,9,289,2256
T38,Dave Christensen,71,70,78,70,E,9,289,2256
T38,John Connelly,70,73,72,74,4,9,289,2256
T38,Doug Garwood,71,72,74,72,2,9,289,2256
T38,Jeff Street,70,72,73,74,4,9,289,2256
T38,D.J. Trahan,71,73,72,73,3,9,289,2256
T38,Daniel Vancsik,72,70,75,72,2,9,289,2256
T38,Vance Veazey,70,74,75,70,E,9,289,2256
T46,Juan Abbate,73,71,73,73,3,10,290,1831
T46,James Driscoll,71,70,72,77,7,10,290,1831
T46,Cesar Monasterio,72,72,76,70,E,10,290,1831
